&a / °	I1 / %
5.459	0.4
5.454	0.4
5.449	0.4
5.443	0.4
5.438	0.4
5.433	0.4
5.428	0.4
5.422	0.4
5.417	0.4
5.412	0.4
5.406	0.4
5.401	0.4
5.396	0.4
5.390	0.4
5.385	0.4
5.380	0.4
5.375	0.4
5.369	0.4
5.364	0.4
5.359	0.4
5.353	0.4
5.348	0.4
5.343	0.4
5.337	0.4
5.332	0.4
5.327	0.4
5.322	0.4
5.316	0.4
5.311	0.4
5.306	0.4
5.300	0.4
5.295	0.4
5.290	0.4
5.284	0.4
5.279	0.4
5.274	0.4
5.269	0.4
5.263	0.4
5.258	0.4
5.253	0.5
5.247	0.5
5.242	0.7
5.237	0.7
5.231	0.8
5.226	0.8
5.221	0.8
5.216	0.8
5.210	0.8
5.205	0.8
5.200	0.8
5.194	0.8
5.189	0.9
5.184	1.1
5.178	1.2
5.173	1.5
5.168	1.6
5.162	1.6
5.157	1.6
5.152	1.6
5.147	1.6
5.141	1.6
5.136	1.6
5.131	1.6
5.125	1.6
5.120	1.6
5.115	1.6
5.109	1.8
5.104	2.0
5.099	2.1
5.094	2.4
5.088	2.8
5.083	2.9
5.078	2.8
5.072	2.8
5.067	2.8
5.062	2.8
5.056	2.4
5.051	2.1
5.046	2.0
5.040	2.0
5.035	2.4
5.030	2.9
5.025	3.3
5.019	3.7
5.014	4.2
5.009	4.6
5.003	4.5
4.998	4.5
4.993	4.5
4.987	4.4
4.982	4.0
4.977	3.6
4.971	3.2
4.966	2.9
4.961	2.9
4.956	3.6
4.950	4.1
4.945	4.8
4.940	5.3
4.934	6.1
4.929	6.5
4.924	6.8
4.918	6.8
4.913	6.8
4.908	6.0
4.902	5.3
4.897	4.5
4.892	4.0
4.887	3.6
4.881	4.0
4.876	4.8
4.871	5.6
4.865	6.2
4.860	7.0
4.855	8.1
4.849	8.9
4.844	9.0
4.839	9.0
4.833	8.8
4.828	8.4
4.823	7.6
4.818	6.4
4.812	5.6
4.807	5.2
4.802	5.2
4.796	5.6
4.791	6.4
4.786	7.2
4.780	8.3
4.775	9.9
4.770	11.1
4.764	11.5
4.759	11.6
4.754	11.6
4.748	11.2
4.743	10.2
4.738	8.9
4.733	7.7
4.727	6.6
4.722	6.1
4.717	6.4
4.711	7.3
4.706	8.5
4.701	9.6
4.695	10.9
4.690	12.8
4.685	14.0
4.679	14.4
4.674	14.4
4.669	14.4
4.663	13.6
4.658	12.1
4.653	10.5
4.648	9.2
4.642	8.0
4.637	7.6
4.632	8.0
4.626	9.2
4.621	10.4
4.616	12.0
4.610	13.7
4.605	15.8
4.600	17.0
4.594	17.6
4.589	17.6
4.584	17.2
4.578	16.0
4.573	14.4
4.568	12.8
4.563	11.2
4.557	9.8
4.552	9.2
4.547	9.6
4.541	10.8
4.536	12.0
4.531	13.6
4.525	15.4
4.520	17.3
4.515	18.5
4.509	19.5
4.504	20.1
4.499	20.1
4.493	19.2
4.488	17.5
4.483	15.4
4.478	13.3
4.472	11.6
4.467	10.8
4.462	10.8
4.456	12.0
4.451	13.2
4.446	14.8
4.440	17.0
4.435	19.4
4.430	21.0
4.424	22.0
4.419	22.8
4.414	22.8
4.408	21.9
4.403	20.0
4.398	18.0
4.392	16.0
4.387	14.0
4.382	12.4
4.377	11.7
4.371	12.4
4.366	13.2
4.361	14.4
4.355	16.4
4.350	19.2
4.345	21.2
4.339	21.6
4.334	21.1
4.329	20.4
4.323	19.9
4.318	19.3
4.313	18.5
4.307	17.6
4.302	16.0
4.297	14.4
4.291	13.2
4.286	13.0
4.281	13.9
4.275	15.5
4.270	16.6
4.265	18.4
4.260	21.4
4.254	24.0
4.249	25.2
4.244	25.6
4.238	26.4
4.233	26.7
4.228	25.6
4.222	23.5
4.217	20.9
4.212	18.5
4.206	16.2
4.201	14.5
4.196	13.7
4.190	14.4
4.185	16.0
4.180	17.4
4.174	18.8
4.169	21.6
4.164	24.8
4.158	26.6
4.153	26.9
4.148	26.9
4.143	26.8
4.137	25.8
4.132	24.2
4.127	22.2
4.121	20.2
4.116	18.2
4.111	16.4
4.105	15.1
4.100	14.8
4.095	16.0
4.089	18.0
4.084	19.5
4.079	21.2
4.073	24.0
