&a / °	I1 / %
4.685	13.7
4.679	14.1
4.674	13.4
4.669	11.8
4.663	10.1
4.658	8.4
4.653	6.8
4.648	5.7
4.642	4.9
4.637	4.5
4.632	4.5
4.626	5.1
4.621	6.5
4.616	8.9
4.610	11.9
4.605	14.8
4.600	16.4
4.594	16.8
4.589	15.7
4.584	13.8
4.578	11.8
4.573	9.8
4.568	8.2
4.563	6.7
4.557	5.9
4.552	5.4
4.547	5.3
4.541	5.9
4.536	7.4
4.531	10.1
4.525	12.9
4.520	15.6
4.515	17.4
4.509	18.2
4.504	17.6
4.499	16.2
4.493	14.0
4.488	11.9
4.483	9.9
4.478	8.2
4.472	6.9
4.467	6.1
4.462	5.7
4.456	6.1
4.451	7.6
4.446	10.3
4.440	13.6
4.435	17.1
4.430	19.5
4.424	20.6
4.419	20.2
4.414	18.6
4.408	16.5
4.403	14.1
4.398	11.9
4.392	10.1
4.387	8.5
4.382	7.3
4.377	6.5
4.371	6.5
4.366	7.2
4.361	9.2
4.355	12.4
4.350	16.1
4.345	18.8
4.339	19.8
4.334	19.1
4.329	17.4
4.323	15.5
4.318	13.9
4.313	12.6
4.307	11.4
4.302	10.1
4.297	8.9
4.291	7.7
4.286	7.3
4.281	7.0
4.275	8.1
4.270	10.5
4.265	14.1
4.260	18.1
4.254	21.4
4.249	23.5
4.244	23.9
4.238	22.6
4.233	20.6
4.228	18.2
4.222	15.8
4.217	13.5
4.212	11.5
4.206	9.8
4.201	8.6
4.196	7.7
4.190	7.4
4.185	8.0
4.180	10.0
4.174	13.5
4.169	17.9
4.164	21.9
4.158	24.5
4.153	25.2
4.148	23.9
4.143	21.5
4.137	19.0
4.132	16.5
4.127	14.3
4.121	12.6
4.116	11.1
4.111	9.8
4.105	8.9
4.100	8.1
4.095	8.1
4.089	9.2
4.084	12.0
4.079	15.8
4.073	20.1
4.068	23.7
4.063	26.1
4.057	26.7
4.052	25.6
4.047	23.4
4.041	20.6
4.036	17.8
4.031	15.4
4.025	13.4
4.020	11.7
4.015	10.2
4.009	9.2
4.004	8.5
3.999	8.5
3.994	9.3
3.988	11.9
3.983	16.1
3.978	21.2
3.972	25.8
3.967	28.7
3.962	29.6
3.956	28.4
3.951	25.6
3.946	22.5
3.940	19.3
3.935	16.6
3.930	14.2
3.924	12.5
3.919	10.9
3.914	9.8
3.908	8.9
3.903	8.6
3.898	9.0
3.892	10.7
3.887	14.3
3.882	19.0
3.876	24.1
3.871	28.2
3.866	30.4
3.860	30.6
3.855	28.7
3.850	25.8
3.844	22.2
3.839	19.0
3.834	16.2
3.829	13.8
3.823	12.0
3.818	10.7
3.813	9.6
3.807	9.0
3.802	8.8
3.797	9.3
3.791	10.9
3.786	14.4
3.781	18.8
3.775	23.9
3.770	28.1
3.765	30.9
3.759	31.9
3.754	30.6
3.749	27.5
3.743	24.0
3.738	20.4
3.733	17.4
3.727	14.6
3.722	12.6
3.717	11.0
3.711	10.1
3.706	9.3
3.701	8.9
3.695	9.0
3.690	10.1
3.685	12.5
3.679	16.9
3.674	22.5
3.669	28.5
3.663	32.9
3.658	35.1
3.653	34.8
3.647	32.3
3.642	28.3
3.637	24.0
3.632	20.1
3.626	16.9
3.621	14.2
3.616	12.3
3.610	10.9
3.605	9.8
3.600	9.0
3.594	8.7
3.589	8.7
3.584	9.5
3.578	11.6
3.573	15.8
3.568	21.4
3.562	28.0
3.557	33.2
3.552	36.5
3.546	37.3
3.541	35.3
3.536	31.2
3.530	26.6
3.525	22.2
3.520	18.4
3.514	15.3
3.509	13.0
3.504	11.4
3.498	10.2
3.493	9.4
3.488	9.0
3.482	8.9
3.477	9.4
3.472	10.6
3.466	13.5
3.461	17.9
3.456	23.6
3.450	29.7
3.445	34.9
3.440	38.2
3.434	39.1
3.429	36.8
3.424	32.8
3.418	27.8
3.413	23.0
3.408	18.8
3.402	15.5
3.397	13.1
3.392	11.4
3.386	10.1
3.381	9.3
3.376	8.9
3.370	8.9
3.365	9.3
3.360	10.3
3.354	12.5
3.349	16.5
3.344	21.8
3.338	28.3
3.333	34.4
3.328	38.7
3.322	40.7
3.317	40.0
3.312	36.8
3.306	32.2
3.301	27.0
3.296	22.2
3.291	18.2
3.285	15.0
3.280	12.6
3.275	10.9
3.269	9.7
3.264	8.9
3.259	8.5
3.253	8.5
3.248	8.7
3.243	9.7
3.237	11.7
3.232	15.4
3.227	20.6
3.221	27.1
3.216	33.7
3.211	38.9
3.205	42.0
3.200	42.5
3.195	40.2
3.189	36.0
3.184	30.7
3.179	25.4
3.173	20.6
3.168	17.0
3.163	14.1
3.157	12.1
3.152	10.5
3.147	9.4
3.141	8.6
3.136	8.5
3.131	8.5
3.125	8.9
3.120	10.1
3.115	12.1
3.109	15.7
3.104	20.9
3.099	27.3
3.093	34.1
3.088	39.7
3.083	43.3
3.077	44.4
3.072	42.8
3.067	38.9
3.061	33.6
3.056	27.9
3.051	22.7
3.045	18.5
3.040	15.1
3.035	12.7
3.029	11.1
3.024	9.9
3.019	9.1
3.013	8.5
3.008	8.5
3.003	8.5
2.997	9.1
2.992	10.3
2.987	12.4
2.981	16.0
2.976	21.1
2.971	27.4
2.965	34.5
2.960	40.3
2.955	44.2
2.949	45.7
2.944	44.5
2.939	41.3
2.933	36.5
2.928	30.9
2.923	25.4
2.917	20.6
2.912	17.0
2.907	14.2
2.901	12.2
2.896	10.6
2.891	9.5
2.885	8.7
2.880	8.3
2.875	8.2
2.869	8.6
2.864	9.2
2.859	10.4
2.853	12.5
2.848	16.1
2.843	20.9
2.837	27.2
2.832	34.1
2.827	40.6
2.821	45.6
2.816	48.5
2.811	48.4
2.805	45.6
2.800	40.9
2.795	35.2
2.789	29.2
2.784	23.6
2.779	19.1
2.773	15.7
2.768	13.2
2.763	11.4
2.757	10.1
2.752	9.3
2.747	8.5
2.741	8.2
2.736	8.2
2.731	8.5
2.725	9.0
2.720	10.2
2.715	12.2
2.709	15.5
2.704	19.9
2.699	25.6
2.693	32.3
2.688	39.2
2.683	44.8
2.677	48.7
2.672	49.7
2.667	47.7
2.661	43.6
2.656	38.6
2.651	33.0
2.645	27.8
2.640	22.9
2.635	18.9
2.629	15.6
2.624	13.3
2.619	11.6
2.613	10.4
2.608	9.5
2.602	9.0
2.597	8.6
2.592	8.6
2.586	8.5
2.581	8.8
2.576	9.2
2.570	10.1
2.565	11.7
2.560	14.4
2.554	18.3
2.549	23.8
2.544	30.5
2.538	37.9
2.533	44.2
2.528	48.7
2.522	50.7
2.517	50.1
2.512	47.2
2.506	42.8
2.501	37.1
2.496	31.3
2.490	25.7
2.485	21.0
2.480	17.3
2.474	14.5
2.469	12.5
2.464	11.0
2.458	9.8
2.453	9.0
2.448	8.6
2.442	8.3
2.437	8.2
2.432	8.5
2.426	8.9
2.421	9.7
2.416	10.6
2.410	12.7
2.405	15.8
2.400	20.1
2.394	25.0
2.389	31.1
2.384	37.6
2.378	43.7
2.373	48.5
2.368	51.8
2.362	52.9
2.357	51.9
2.352	48.8
2.346	44.4
2.341	38.8
2.336	33.0
2.330	27.3
2.325	22.4
2.320	18.4
2.314	15.4
2.309	13.0
2.304	11.4
2.298	10.2
2.293	9.4
2.288	8.8
2.282	8.4
2.277	8.2
2.272	8.2
2.266	8.4
2.261	8.9
2.256	9.5
2.250	10.5
2.245	12.1
2.240	14.9
2.234	18.4
2.229	22.8
2.223	27.9
2.218	33.9
2.213	40.1
2.207	45.7
2.202	50.5
2.197	53.5
2.191	54.5
2.186	53.6
2.181	50.7
2.175	46.4
2.170	41.0
2.165	35.4
2.159	29.8
2.154	24.7
2.149	20.4
2.143	17.2
2.138	14.4
2.133	12.6
2.127	11.4
2.122	10.5
2.117	9.7
2.111	9.3
2.106	8.9
2.101	8.6
2.095	8.6
2.090	8.6
2.085	8.9
2.079	9.4
2.074	10.1
2.069	11.3
2.063	13.0
2.058	15.5
2.053	18.9
2.047	23.1
2.042	28.1
2.037	33.9
2.031	39.8
2.026	45.3
2.021	49.8
2.015	53.1
2.010	55.0
2.005	55.3
1.999	53.5
1.994	50.3
1.989	46.1
1.983	41.5
1.978	36.5
1.972	31.3
1.967	26.3
1.962	22.1
1.956	18.5
1.951	15.8
1.946	13.8
1.940	12.4
1.935	11.3
1.930	10.5
1.924	9.8
1.919	9.4
1.914	9.0
1.908	8.9
1.903	8.9
1.898	9.0
1.892	9.2
1.887	9.6
1.882	10.1
1.876	10.9
1.871	12.0
1.866	13.6
1.860	15.6
1.855	18.4
1.850	21.9
1.844	26.1
1.839	30.9
1.834	36.6
1.828	42.4
1.823	47.7
1.818	52.1
1.812	55.5
1.807	57.3
1.802	57.5
1.796	56.1
1.791	53.5
1.786	49.9
1.780	45.7
1.775	41.0
1.769	36.0
1.764	31.1
1.759	26.7
1.753	22.7
1.748	19.5
1.743	17.0
1.737	15.0
1.732	13.4
1.727	12.2
1.721	11.3
1.716	10.6
1.711	10.2
1.705	9.8
1.700	9.4
1.695	9.3
1.689	9.3
1.684	9.3
1.679	9.4
1.673	9.8
1.668	10.2
1.663	10.6
1.657	11.1
1.652	12.2
1.647	13.6
1.641	15.6
1.636	18.1
1.631	21.2
1.625	24.5
1.620	28.4
1.615	32.7
1.609	37.4
1.604	42.1
1.599	46.5
1.593	50.5
1.588	54.1
1.582	57.1
1.577	59.2
1.572	59.6
1.566	58.7
1.561	56.6
1.556	53.6
1.550	49.7
1.545	45.4
1.540	40.8
1.534	36.2
1.529	31.6
1.524	27.4
1.518	23.4
1.513	20.3
1.508	17.8
1.502	15.8
1.497	14.2
1.492	13.0
1.486	11.8
1.481	11.0
1.476	10.5
1.470	10.1
1.465	9.8
1.460	9.7
1.454	9.6
1.449	9.6
1.444	9.6
1.438	9.7
1.433	9.8
1.428	10.1
1.422	10.2
1.417	10.6
1.411	11.0
1.406	11.4
1.401	12.2
1.395	13.1
1.390	14.3
1.385	16.0
1.379	18.1
1.374	20.6
1.369	23.4
1.363	26.6
1.358	30.1
1.353	34.1
1.347	38.5
1.342	43.3
1.337	48.0
1.331	52.1
1.326	55.3
1.321	58.1
1.315	60.1
1.310	61.3
1.305	61.7
1.299	61.2
1.294	59.6
1.289	57.3
1.283	54.1
1.278	50.7
1.273	46.8
1.267	42.9
1.262	38.8
1.256	34.8
1.251	30.9
1.246	27.3
1.240	23.9
1.235	21.1
1.230	18.7
1.224	16.8
1.219	15.2
1.214	14.0
1.208	12.9
1.203	12.2
1.198	11.7
1.192	11.3
1.187	10.9
1.182	10.8
1.176	10.6
1.171	10.6
1.166	10.3
1.160	10.2
1.155	10.1
1.150	10.1
1.144	9.9
1.139	9.9
1.134	9.8
1.128	9.8
1.123	9.8
1.118	10.1
1.112	10.2
1.107	10.6
1.101	10.9
1.096	11.3
1.091	11.9
1.085	12.7
1.080	13.6
1.075	14.9
1.069	16.5
1.064	18.4
1.059	20.5
1.053	23.1
1.048	25.9
1.043	29.0
1.037	32.1
1.032	35.3
1.027	38.4
1.021	41.6
1.016	45.0
1.011	48.5
1.005	51.7
1.000	54.5
0.995	56.9
0.989	59.1
0.984	60.9
0.979	62.3
0.973	63.1
0.968	63.4
0.962	63.0
0.957	61.8
0.952	60.0
0.946	58.1
0.941	55.8
0.936	53.4
0.930	50.6
0.925	47.5
0.920	44.5
0.914	41.8
0.909	39.1
0.904	36.6
0.898	33.8
0.893	31.0
0.888	28.1
0.882	25.3
0.877	22.9
0.872	20.9
0.866	19.0
0.861	17.6
0.856	16.3
0.850	15.3
0.845	14.2
0.840	13.4
0.834	12.6
0.829	12.2
0.823	11.8
0.818	11.4
0.813	11.0
0.807	10.8
0.802	10.5
0.797	10.5
0.791	10.2
0.786	10.1
0.781	10.1
0.775	10.2
0.770	10.2
0.765	10.5
0.759	10.5
0.754	10.6
0.749	10.6
0.743	10.7
0.738	10.7
0.733	10.7
0.727	10.6
0.722	10.6
0.717	10.5
0.711	10.5
0.706	10.5
0.701	10.5
0.695	10.5
0.690	10.5
0.684	10.5
0.679	10.7
0.674	10.9
0.668	11.3
0.663	11.4
0.658	11.8
0.652	12.3
0.647	12.9
0.642	13.6
0.636	14.3
0.631	15.1
0.626	16.1
0.620	17.0
0.615	18.2
0.610	19.5
0.604	21.1
0.599	22.7
0.594	24.3
0.588	25.8
0.583	27.4
0.578	29.0
0.572	30.6
0.567	32.1
0.561	33.7
0.556	35.4
0.551	37.5
0.545	39.5
0.540	41.5
0.535	43.5
0.529	45.7
0.524	47.7
0.519	49.7
0.513	51.6
0.508	53.5
0.503	55.0
0.497	56.6
0.492	57.9
0.487	59.4
0.481	60.8
0.476	62.2
0.471	63.3
0.465	64.4
0.460	65.0
0.455	65.4
0.449	65.4
0.444	65.4
0.438	65.4
0.433	65.7
0.428	65.9
0.422	65.6
0.417	64.3
0.412	62.6
0.406	60.6
0.401	59.3
0.396	58.6
0.390	58.6
0.385	58.7
0.380	58.7
0.374	58.3
0.369	57.5
0.364	56.4
0.358	55.4
0.353	54.2
0.348	52.9
0.342	51.5
0.337	50.4
0.332	49.3
0.326	48.3
0.321	47.0
0.316	45.4
0.310	43.8
0.305	42.2
0.299	40.6
0.294	39.5
0.289	38.5
0.283	37.8
0.278	37.2
0.273	36.7
0.267	36.0
0.262	35.3
0.257	34.6
0.251	33.9
0.246	33.2
0.241	32.5
0.235	31.7
0.230	31.1
0.225	30.3
0.219	29.6
0.214	28.7
0.209	27.9
0.203	27.0
0.198	26.2
0.193	25.5
0.187	24.9
0.182	24.2
0.176	23.7
0.171	23.1
0.166	22.6
0.160	21.9
0.155	21.4
0.150	21.0
0.144	20.6
0.139	20.1
0.134	19.8
0.128	19.4
0.123	19.2
0.118	18.9
0.112	18.8
0.107	18.4
0.102	18.2
0.096	18.1
0.091	17.9
0.086	17.6
0.080	17.5
0.075	17.4
0.070	17.4
0.064	17.4
0.059	17.4
0.053	17.3
0.048	17.4
0.043	17.4
0.037	17.5
0.032	17.6
0.027	17.8
0.021	17.8
0.016	17.8
0.011	17.8
0.005	17.7
0.000	17.6
-0.005	17.3
-0.011	16.9
-0.016	16.5
-0.021	16.1
-0.027	15.9
-0.032	15.8
-0.037	15.8
-0.043	15.8
-0.048	15.8
-0.053	15.7
-0.059	15.8
-0.064	15.8
-0.070	15.8
-0.075	15.8
-0.080	15.9
-0.086	15.9
-0.091	16.0
-0.096	16.1
-0.102	16.2
-0.107	16.2
-0.112	16.3
-0.118	16.5
-0.123	16.6
-0.128	16.6
-0.134	16.9
-0.139	17.0
-0.144	17.4
-0.150	17.7
-0.155	17.8
-0.160	18.0
-0.166	18.5
-0.171	18.9
-0.176	19.3
-0.182	19.4
-0.187	19.8
-0.193	20.1
-0.198	20.4
-0.203	20.5
-0.209	20.8
-0.214	21.1
-0.219	21.5
-0.225	21.8
-0.230	22.1
-0.235	22.4
-0.241	22.8
-0.246	23.0
-0.251	23.4
-0.257	23.8
-0.262	24.1
-0.267	24.3
-0.273	24.7
-0.278	25.1
-0.283	25.7
-0.289	26.4
-0.294	27.2
-0.299	28.2
-0.305	29.3
-0.310	30.4
-0.316	31.4
-0.321	32.2
-0.326	33.1
-0.332	33.8
-0.337	34.8
-0.342	35.7
-0.348	36.6
-0.353	37.4
-0.358	38.4
-0.364	39.5
-0.369	40.7
-0.374	41.9
-0.380	43.3
-0.385	44.6
-0.390	45.9
-0.396	47.2
-0.401	48.5
-0.406	49.7
-0.412	51.0
-0.417	52.1
-0.422	53.5
-0.428	54.6
-0.433	55.8
-0.438	56.9
-0.444	58.1
-0.449	59.0
-0.455	59.9
-0.460	60.8
-0.465	61.7
-0.471	62.5
-0.476	63.3
-0.481	63.8
-0.487	64.3
-0.492	64.5
-0.497	64.8
-0.503	64.8
-0.508	65.0
-0.513	64.8
-0.519	64.6
-0.524	64.2
-0.529	63.5
-0.535	62.9
-0.540	62.1
-0.545	61.1
-0.551	60.0
-0.556	58.6
-0.561	57.2
-0.567	55.5
-0.572	53.9
-0.578	52.1
-0.583	50.5
-0.588	48.6
-0.594	46.9
-0.599	45.0
-0.604	43.0
-0.610	41.0
-0.615	39.0
-0.620	37.0
-0.626	35.2
-0.631	33.0
-0.636	31.0
-0.642	29.0
-0.647	27.0
-0.652	25.0
-0.658	23.4
-0.663	21.8
-0.668	20.6
-0.674	19.3
-0.679	18.1
-0.684	16.9
-0.690	15.9
-0.695	15.0
-0.701	14.2
-0.706	13.4
-0.711	12.6
-0.717	12.1
-0.722	11.7
-0.727	11.3
-0.733	10.9
-0.738	10.6
-0.743	10.5
-0.749	10.2
-0.754	10.2
-0.759	10.1
-0.765	10.1
-0.770	9.9
-0.775	9.9
-0.781	9.9
-0.786	9.9
-0.791	9.9
-0.797	10.1
-0.802	10.1
-0.807	10.2
-0.813	10.3
-0.818	10.6
-0.823	10.6
-0.829	10.9
-0.834	11.2
-0.840	11.3
-0.845	11.3
-0.850	11.4
-0.856	11.5
-0.861	11.8
-0.866	12.2
-0.872	12.6
-0.877	12.8
-0.882	13.0
-0.888	13.1
-0.893	13.5
-0.898	13.9
-0.904	14.4
-0.909	14.9
-0.914	15.7
-0.920	16.5
-0.925	17.4
-0.930	18.5
-0.936	19.8
-0.941	21.3
-0.946	23.0
-0.952	24.9
-0.957	27.2
-0.962	29.5
-0.968	32.1
-0.973	34.6
-0.979	37.6
-0.984	40.5
-0.989	43.7
-0.995	46.5
-1.000	49.1
-1.005	51.4
-1.011	53.7
-1.016	55.5
-1.021	57.3
-1.027	58.5
-1.032	59.7
-1.037	60.1
-1.043	60.3
-1.048	59.9
-1.053	59.0
-1.059	57.4
-1.064	55.3
-1.069	52.6
-1.075	49.5
-1.080	46.3
-1.085	43.3
-1.091	40.1
-1.096	36.9
-1.101	33.5
-1.107	30.2
-1.112	26.7
-1.118	23.7
-1.123	20.9
-1.128	18.6
-1.134	16.6
-1.139	15.1
-1.144	13.8
-1.150	12.6
-1.155	11.8
-1.160	11.1
-1.166	10.5
-1.171	10.1
-1.176	9.7
-1.182	9.4
-1.187	9.0
-1.192	9.0
-1.198	8.9
-1.203	8.8
-1.208	8.8
-1.214	8.8
-1.219	8.8
-1.224	8.9
-1.230	9.0
-1.235	9.4
-1.240	9.6
-1.246	10.0
-1.251	10.3
-1.256	10.8
-1.262	11.2
-1.267	12.0
-1.273	12.8
-1.278	13.8
-1.283	14.9
-1.289	16.4
-1.294	18.0
-1.299	19.9
-1.305	22.0
-1.310	24.5
-1.315	27.1
-1.321	30.1
-1.326	33.3
-1.331	36.9
-1.337	40.5
-1.342	44.3
-1.347	47.7
-1.353	50.8
-1.358	53.2
-1.363	55.1
-1.369	56.4
-1.374	57.1
-1.379	56.7
-1.385	55.8
-1.390	53.8
-1.395	51.0
-1.401	47.7
-1.406	44.3
-1.411	40.5
-1.417	36.5
-1.422	32.4
-1.428	28.4
-1.433	24.8
-1.438	21.9
-1.444	19.4
-1.449	17.4
-1.454	15.8
-1.460	14.5
-1.465	13.4
-1.470	12.6
-1.476	12.1
-1.481	11.7
-1.486	11.3
-1.492	11.0
-1.497	10.9
-1.502	10.9
-1.508	10.9
-1.513	10.9
-1.518	10.9
-1.524	11.1
-1.529	11.3
-1.534	11.5
-1.540	12.0
-1.545	12.6
-1.550	13.3
-1.556	14.2
-1.561	15.4
-1.566	16.6
-1.572	18.2
-1.577	20.3
-1.582	22.7
-1.588	25.6
-1.593	28.7
-1.599	32.1
-1.604	35.7
-1.609	39.5
-1.615	43.2
-1.620	46.7
-1.625	49.8
-1.631	52.5
-1.636	54.3
-1.641	55.3
-1.647	54.9
-1.652	53.3
-1.657	50.4
-1.663	46.9
-1.668	42.7
-1.673	38.2
-1.679	33.4
-1.684	28.6
-1.689	24.3
-1.695	20.9
-1.700	18.2
-1.705	16.2
-1.711	14.6
-1.716	13.3
-1.721	12.5
-1.727	11.7
-1.732	11.2
-1.737	10.9
-1.743	10.5
-1.748	10.5
-1.753	10.5
-1.759	10.5
-1.764	10.5
-1.769	10.7
-1.775	11.0
-1.780	11.4
-1.786	12.1
-1.791	12.9
-1.796	14.1
-1.802	15.6
-1.807	17.3
-1.812	19.4
-1.818	21.8
-1.823	25.0
-1.828	28.6
-1.834	32.7
-1.839	37.1
-1.844	41.7
-1.850	45.7
-1.855	49.1
-1.860	51.4
-1.866	52.7
-1.871	52.8
-1.876	51.5
-1.882	48.9
-1.887	45.3
-1.892	41.0
-1.898	36.6
-1.903	31.8
-1.908	27.0
-1.914	22.7
-1.919	19.4
-1.924	16.6
-1.930	14.6
-1.935	13.0
-1.940	12.0
-1.946	11.3
-1.951	10.9
-1.956	10.5
-1.962	10.5
-1.967	10.4
-1.972	10.4
-1.978	10.5
-1.983	10.9
-1.989	11.3
-1.994	12.0
-1.999	12.8
-2.005	13.8
-2.010	14.9
-2.015	16.5
-2.021	18.1
-2.026	20.4
-2.031	23.3
-2.037	26.9
-2.042	31.3
-2.047	36.5
-2.053	41.3
-2.058	45.3
-2.063	47.9
-2.069	49.4
-2.074	49.5
-2.079	47.9
-2.085	44.8
-2.090	40.8
-2.095	36.4
-2.101	31.6
-2.106	26.6
-2.111	22.1
-2.117	18.2
-2.122	15.4
-2.127	13.4
-2.133	11.9
-2.138	10.9
-2.143	10.2
-2.149	9.7
-2.154	9.4
-2.159	9.2
-2.165	9.3
-2.170	9.3
-2.175	9.7
-2.181	10.2
-2.186	10.9
-2.191	12.1
-2.197	13.5
-2.202	15.3
-2.207	17.5
-2.213	20.3
-2.218	23.7
-2.223	27.5
-2.229	32.0
-2.234	36.3
-2.240	40.0
-2.245	42.5
-2.250	43.9
-2.256	44.5
-2.261	44.1
-2.266	41.8
-2.272	38.3
-2.277	33.9
-2.282	28.8
-2.288	23.4
-2.293	19.0
-2.298	15.4
-2.304	13.0
-2.309	11.1
-2.314	9.9
-2.320	9.1
-2.325	8.6
-2.330	8.2
-2.336	8.1
-2.341	8.1
-2.346	8.5
-2.352	8.9
-2.357	9.7
-2.362	10.5
-2.368	11.7
-2.373	13.3
-2.378	15.7
-2.384	18.2
-2.389	21.5
-2.394	25.4
-2.400	29.7
-2.405	34.2
-2.410	38.3
-2.416	41.0
-2.421	42.6
-2.426	42.8
-2.432	41.3
-2.437	38.0
-2.442	33.8
-2.448	29.0
-2.453	24.2
-2.458	19.4
-2.464	15.8
-2.469	13.0
-2.474	11.1
-2.480	9.8
-2.485	9.0
-2.490	8.5
-2.496	8.3
-2.501	8.3
-2.506	8.6
-2.512	8.9
-2.517	9.7
-2.522	10.5
-2.528	11.7
-2.533	13.3
-2.538	15.5
-2.544	18.1
-2.549	21.3
-2.554	24.9
-2.560	29.3
-2.565	33.8
-2.570	37.8
-2.576	40.3
-2.581	41.6
-2.586	41.1
-2.592	38.8
-2.597	35.1
-2.602	30.7
-2.608	25.8
-2.613	21.0
-2.619	17.0
-2.624	13.8
-2.629	11.8
-2.635	10.6
-2.640	9.8
-2.645	9.3
-2.651	9.0
-2.656	9.2
-2.661	9.5
-2.667	10.1
-2.672	10.9
-2.677	12.0
-2.683	13.3
-2.688	15.2
-2.693	17.5
-2.699	20.5
-2.704	23.8
-2.709	27.8
-2.715	31.8
-2.720	35.6
-2.725	38.0
-2.731	39.1
-2.736	39.2
-2.741	36.3
-2.747	32.2
-2.752	27.5
-2.757	22.4
-2.763	17.8
-2.768	14.2
-2.773	11.7
-2.779	9.9
-2.784	9.0
-2.789	8.2
-2.795	8.1
-2.800	8.1
-2.805	8.5
-2.811	8.9
-2.816	9.8
-2.821	10.9
-2.827	12.5
-2.832	14.5
-2.837	17.0
-2.843	20.2
-2.848	23.8
-2.853	27.8
-2.859	31.8
-2.864	34.7
-2.869	36.4
-2.875	36.5
-2.880	34.9
-2.885	31.4
-2.891	27.3
-2.896	22.5
-2.901	17.8
-2.907	14.2
-2.912	11.7
-2.917	9.9
-2.923	9.0
-2.928	8.6
-2.933	8.5
-2.939	8.6
-2.944	9.0
-2.949	9.7
-2.955	10.6
-2.960	12.2
-2.965	14.1
-2.971	16.5
-2.976	19.3
-2.981	22.5
-2.987	26.1
-2.992	29.8
-2.997	33.0
-3.003	35.0
-3.008	35.6
-3.013	34.3
-3.019	31.4
-3.024	27.4
-3.029	22.6
-3.035	18.0
-3.040	14.4
-3.045	11.7
-3.051	10.0
-3.056	9.0
-3.061	8.6
-3.067	8.5
-3.072	8.8
-3.077	9.3
-3.083	10.1
-3.088	11.3
-3.093	12.9
-3.099	14.9
-3.104	17.3
-3.109	19.9
-3.115	23.3
-3.120	26.9
-3.125	30.6
-3.131	32.9
-3.136	33.6
-3.141	32.4
-3.147	29.6
-3.152	25.7
-3.157	21.1
-3.163	16.4
-3.168	13.0
-3.173	10.6
-3.179	9.3
-3.184	8.5
-3.189	8.2
-3.195	8.2
-3.200	8.9
-3.205	9.7
-3.211	10.6
-3.216	12.2
-3.221	14.1
-3.227	16.3
-3.232	19.0
-3.237	22.1
-3.243	25.7
-3.248	28.9
-3.253	31.0
-3.259	31.6
-3.264	30.7
-3.269	27.9
-3.275	24.3
-3.280	20.1
-3.285	15.8
-3.291	12.6
-3.296	10.6
-3.301	9.3
-3.306	8.6
-3.312	8.5
-3.317	8.9
-3.322	9.3
-3.328	10.2
-3.333	11.3
-3.338	12.9
-3.344	14.9
-3.349	17.2
-3.354	19.7
-3.360	22.9
-3.365	25.8
-3.370	28.1
-3.376	29.0
-3.381	28.5
-3.386	26.3
-3.392	23.0
-3.397	19.0
-3.402	15.0
-3.408	11.8
-3.413	9.8
-3.418	8.6
-3.424	8.2
