x-axis,1
second,Volt
-7.61000E-03,+250.00000E-03
-7.59000E-03,+218.75000E-03
-7.57000E-03,+187.50000E-03
-7.55000E-03,+187.50000E-03
-7.53000E-03,+187.50000E-03
-7.51000E-03,+218.75000E-03
-7.49000E-03,+250.00000E-03
-7.47000E-03,+250.00000E-03
-7.45000E-03,+250.00000E-03
-7.43000E-03,+250.00000E-03
-7.41000E-03,+250.00000E-03
-7.39000E-03,+187.50000E-03
-7.37000E-03,+187.50000E-03
-7.35000E-03,+218.75000E-03
-7.33000E-03,+250.00000E-03
-7.31000E-03,+281.25000E-03
-7.29000E-03,+218.75000E-03
-7.27000E-03,+218.75000E-03
-7.25000E-03,+250.00000E-03
-7.23000E-03,+250.00000E-03
-7.21000E-03,+281.25000E-03
-7.19000E-03,+281.25000E-03
-7.17000E-03,+187.50000E-03
-7.15000E-03,+187.50000E-03
-7.13000E-03,+250.00000E-03
-7.11000E-03,+250.00000E-03
-7.09000E-03,+250.00000E-03
-7.07000E-03,+250.00000E-03
-7.05000E-03,+250.00000E-03
-7.03000E-03,+218.75000E-03
-7.01000E-03,+250.00000E-03
-6.99000E-03,+312.50000E-03
-6.97000E-03,+281.25000E-03
-6.95000E-03,+250.00000E-03
-6.93000E-03,+218.75000E-03
-6.91000E-03,+218.75000E-03
-6.89000E-03,+218.75000E-03
-6.87000E-03,+187.50000E-03
-6.85000E-03,+218.75000E-03
-6.83000E-03,+218.75000E-03
-6.81000E-03,+218.75000E-03
-6.79000E-03,+218.75000E-03
-6.77000E-03,+218.75000E-03
-6.75000E-03,+281.25000E-03
-6.73000E-03,+281.25000E-03
-6.71000E-03,+250.00000E-03
-6.69000E-03,+250.00000E-03
-6.67000E-03,+218.75000E-03
-6.65000E-03,+187.50000E-03
-6.63000E-03,+187.50000E-03
-6.61000E-03,+218.75000E-03
-6.59000E-03,+250.00000E-03
-6.57000E-03,+250.00000E-03
-6.55000E-03,+250.00000E-03
-6.53000E-03,+250.00000E-03
-6.51000E-03,+250.00000E-03
-6.49000E-03,+281.25000E-03
-6.47000E-03,+250.00000E-03
-6.45000E-03,+218.75000E-03
-6.43000E-03,+250.00000E-03
-6.41000E-03,+250.00000E-03
-6.39000E-03,+250.00000E-03
-6.37000E-03,+281.25000E-03
-6.35000E-03,+250.00000E-03
-6.33000E-03,+187.50000E-03
-6.31000E-03,+218.75000E-03
-6.29000E-03,+250.00000E-03
-6.27000E-03,+218.75000E-03
-6.25000E-03,+187.50000E-03
-6.23000E-03,+187.50000E-03
-6.21000E-03,+187.50000E-03
-6.19000E-03,+218.75000E-03
-6.17000E-03,+250.00000E-03
-6.15000E-03,+250.00000E-03
-6.13000E-03,+250.00000E-03
-6.11000E-03,+250.00000E-03
-6.09000E-03,+250.00000E-03
-6.07000E-03,+250.00000E-03
-6.05000E-03,+218.75000E-03
-6.03000E-03,+187.50000E-03
-6.01000E-03,+187.50000E-03
-5.99000E-03,+187.50000E-03
-5.97000E-03,+218.75000E-03
-5.95000E-03,+218.75000E-03
-5.93000E-03,+187.50000E-03
-5.91000E-03,+187.50000E-03
-5.89000E-03,+187.50000E-03
-5.87000E-03,+218.75000E-03
-5.85000E-03,+218.75000E-03
-5.83000E-03,+156.25000E-03
-5.81000E-03,+187.50000E-03
-5.79000E-03,+281.25000E-03
-5.77000E-03,+250.00000E-03
-5.75000E-03,+218.75000E-03
-5.73000E-03,+218.75000E-03
-5.71000E-03,+218.75000E-03
-5.69000E-03,+250.00000E-03
-5.67000E-03,+250.00000E-03
-5.65000E-03,+187.50000E-03
-5.63000E-03,+187.50000E-03
-5.61000E-03,+250.00000E-03
-5.59000E-03,+281.25000E-03
-5.57000E-03,+250.00000E-03
-5.55000E-03,+250.00000E-03
-5.53000E-03,+281.25000E-03
-5.51000E-03,+250.00000E-03
-5.49000E-03,+250.00000E-03
-5.47000E-03,+250.00000E-03
-5.45000E-03,+281.25000E-03
-5.43000E-03,+250.00000E-03
-5.41000E-03,+218.75000E-03
-5.39000E-03,+250.00000E-03
-5.37000E-03,+218.75000E-03
-5.35000E-03,+250.00000E-03
-5.33000E-03,+312.50000E-03
-5.31000E-03,+250.00000E-03
-5.29000E-03,+218.75000E-03
-5.27000E-03,+281.25000E-03
-5.25000E-03,+281.25000E-03
-5.23000E-03,+250.00000E-03
-5.21000E-03,+250.00000E-03
-5.19000E-03,+250.00000E-03
-5.17000E-03,+218.75000E-03
-5.15000E-03,+218.75000E-03
-5.13000E-03,+218.75000E-03
-5.11000E-03,+250.00000E-03
-5.09000E-03,+312.50000E-03
-5.07000E-03,+281.25000E-03
-5.05000E-03,+250.00000E-03
-5.03000E-03,+187.50000E-03
-5.01000E-03,+187.50000E-03
-4.99000E-03,+281.25000E-03
-4.97000E-03,+281.25000E-03
-4.95000E-03,+250.00000E-03
-4.93000E-03,+218.75000E-03
-4.91000E-03,+187.50000E-03
-4.89000E-03,+218.75000E-03
-4.87000E-03,+218.75000E-03
-4.85000E-03,+156.25000E-03
-4.83000E-03,+218.75000E-03
-4.81000E-03,+281.25000E-03
-4.79000E-03,+218.75000E-03
-4.77000E-03,+187.50000E-03
-4.75000E-03,+218.75000E-03
-4.73000E-03,+218.75000E-03
-4.71000E-03,+187.50000E-03
-4.69000E-03,+187.50000E-03
-4.67000E-03,+250.00000E-03
-4.65000E-03,+312.50000E-03
-4.63000E-03,+281.25000E-03
-4.61000E-03,+218.75000E-03
-4.59000E-03,+187.50000E-03
-4.57000E-03,+187.50000E-03
-4.55000E-03,+218.75000E-03
-4.53000E-03,+250.00000E-03
-4.51000E-03,+250.00000E-03
-4.49000E-03,+281.25000E-03
-4.47000E-03,+312.50000E-03
-4.45000E-03,+281.25000E-03
-4.43000E-03,+187.50000E-03
-4.41000E-03,+187.50000E-03
-4.39000E-03,+250.00000E-03
-4.37000E-03,+218.75000E-03
-4.35000E-03,+218.75000E-03
-4.33000E-03,+250.00000E-03
-4.31000E-03,+312.50000E-03
-4.29000E-03,+281.25000E-03
-4.27000E-03,+218.75000E-03
-4.25000E-03,+250.00000E-03
-4.23000E-03,+250.00000E-03
-4.21000E-03,+250.00000E-03
-4.19000E-03,+218.75000E-03
-4.17000E-03,+156.25000E-03
-4.15000E-03,+187.50000E-03
-4.13000E-03,+218.75000E-03
-4.11000E-03,+218.75000E-03
-4.09000E-03,+187.50000E-03
-4.07000E-03,+218.75000E-03
-4.05000E-03,+281.25000E-03
-4.03000E-03,+218.75000E-03
