&a / °	I1 / %
1,334	15,4
1,331	15,4
1,329	15,4
1,326	15,4
1,323	15,4
1,321	15,4
1,318	15,4
1,315	15,4
1,313	15,4
1,310	15,4
1,307	15,4
1,305	15,4
1,302	15,4
1,299	15,4
1,297	15,4
1,294	15,4
1,291	15,4
1,289	15,4
1,286	15,4
1,283	15,4
1,281	15,4
1,278	15,4
1,275	15,4
1,273	15,4
1,270	15,4
1,267	15,4
1,265	15,4
1,262	15,4
1,259	15,4
1,256	15,4
1,254	15,4
1,251	15,4
1,248	15,4
1,246	15,4
1,243	15,4
1,240	15,4
1,238	15,4
1,235	15,4
1,232	15,4
1,230	15,4
1,227	15,4
1,224	15,4
1,222	15,5
1,219	15,5
1,216	15,5
1,214	15,5
1,211	15,5
1,208	15,5
1,206	15,5
1,203	15,5
1,200	15,5
1,198	15,5
1,195	15,5
1,192	15,5
1,190	15,5
1,187	15,5
1,184	15,5
1,182	15,5
1,179	15,5
1,176	15,5
1,174	15,5
1,171	15,4
1,168	15,5
1,166	15,5
1,163	15,5
1,160	15,5
1,158	15,5
1,155	15,5
1,152	15,5
1,150	15,5
1,147	15,5
1,144	15,5
1,142	15,5
1,139	15,5
1,136	15,5
1,134	15,5
1,131	15,5
1,128	15,5
1,126	15,5
1,123	15,5
1,120	15,6
1,118	15,6
1,115	15,6
1,112	15,6
1,109	15,6
1,107	15,6
1,104	15,6
1,101	15,6
1,099	15,6
1,096	15,6
1,093	15,6
1,091	15,6
1,088	15,6
1,085	15,6
1,083	15,6
1,080	15,6
1,077	15,6
1,075	15,6
1,072	15,6
1,069	15,6
1,067	15,6
1,064	15,6
1,061	15,6
1,059	15,6
1,056	15,6
1,053	15,7
1,051	15,7
1,048	15,6
1,045	15,7
1,043	15,7
1,040	15,7
1,037	15,7
1,035	15,7
1,032	15,7
1,029	15,7
1,027	15,7
1,024	15,7
1,021	15,7
1,019	15,7
1,016	15,7
1,013	15,7
1,011	15,7
1,008	15,7
1,005	15,7
1,003	15,7
1,000	15,7
0,997	15,7
0,995	15,7
0,992	15,7
0,989	15,7
0,987	15,7
0,984	15,7
0,981	15,7
0,979	15,7
0,976	15,7
0,973	15,7
0,970	15,7
0,968	15,7
0,965	15,7
0,962	15,7
0,960	15,7
0,957	15,7
0,954	15,7
0,952	15,7
0,949	15,7
0,946	15,7
0,944	15,7
0,941	15,7
0,938	15,7
0,936	15,7
0,933	15,7
0,930	15,7
0,928	15,7
0,925	15,7
0,922	15,7
0,920	15,7
0,917	15,7
0,914	15,7
0,912	15,7
0,909	15,7
0,906	15,7
0,904	15,7
0,901	15,7
0,898	15,7
0,896	15,7
0,893	15,7
0,890	15,7
0,888	15,7
0,885	15,7
0,882	15,7
0,880	15,7
0,877	15,7
0,874	15,7
0,872	15,7
0,869	15,7
0,866	15,7
0,864	15,8
0,861	15,8
0,858	15,8
0,856	15,8
0,853	15,8
0,850	15,8
0,848	15,8
0,845	15,8
0,842	15,8
0,840	15,8
0,837	15,8
0,834	15,8
0,831	15,8
0,829	15,8
0,826	15,8
0,823	15,8
0,821	15,8
0,818	15,8
0,815	15,8
0,813	15,8
0,810	15,8
0,807	15,8
0,805	15,8
0,802	15,8
0,799	15,8
0,797	15,8
0,794	15,8
0,791	15,8
0,789	15,8
0,786	15,8
0,783	15,8
0,781	15,8
0,778	15,8
0,775	15,8
0,773	15,8
0,770	15,8
0,767	15,8
0,765	15,8
0,762	15,8
0,759	15,8
0,757	15,8
0,754	15,8
0,751	15,8
0,749	15,8
0,746	15,8
0,743	15,8
0,741	15,8
0,738	15,8
0,735	15,8
0,733	15,8
0,730	15,8
0,727	15,8
0,725	15,8
0,722	15,9
0,719	15,9
0,717	15,9
0,714	15,9
0,711	15,9
0,709	15,9
0,706	15,9
0,703	15,8
0,701	15,9
0,698	15,9
0,695	15,9
0,692	15,9
0,690	15,9
0,687	15,9
0,684	15,9
0,682	15,9
0,679	15,9
0,676	15,9
0,674	15,9
0,671	15,9
0,668	15,9
0,666	15,9
0,663	15,9
0,660	15,9
0,658	15,8
0,655	15,8
0,652	15,9
0,650	15,8
0,647	15,8
0,644	15,8
0,642	15,9
0,639	15,8
0,636	15,8
0,634	15,8
0,631	15,8
0,628	15,8
0,626	15,8
0,623	15,9
0,620	15,8
0,618	15,9
0,615	15,9
0,612	15,9
0,610	15,9
0,607	15,9
0,604	15,9
0,602	15,9
0,599	15,9
0,596	15,9
0,594	15,9
0,591	15,9
0,588	15,9
0,586	16,0
0,583	15,9
0,580	15,9
0,578	15,9
0,575	16,0
0,572	16,0
0,570	16,0
0,567	16,0
0,564	16,0
0,561	16,0
0,559	16,0
0,556	16,0
0,553	16,0
0,551	16,0
0,548	16,0
0,545	16,0
0,543	16,0
0,540	16,0
0,537	16,1
0,535	16,0
0,532	16,0
0,529	16,0
0,527	16,0
0,524	16,0
0,521	16,0
0,519	16,0
0,516	16,0
0,513	16,0
0,511	16,0
0,508	16,0
0,505	16,0
0,503	16,0
0,500	16,1
0,497	16,1
0,495	16,1
0,492	16,1
0,489	16,1
0,487	16,0
0,484	16,1
0,481	16,1
0,479	16,1
0,476	16,1
0,473	16,1
0,471	16,1
0,468	16,1
0,465	16,1
0,463	16,1
0,460	16,1
0,457	16,1
0,455	16,1
0,452	16,1
0,449	16,1
0,447	16,1
0,444	16,1
0,441	16,1
0,438	16,1
0,436	16,1
0,433	16,1
0,430	16,1
0,428	16,1
0,425	16,1
0,422	16,1
0,420	16,1
0,417	16,1
0,414	16,1
0,412	16,1
0,409	16,1
0,406	16,1
0,404	16,1
0,401	16,1
0,398	16,1
0,396	16,1
0,393	16,1
0,390	16,1
0,388	16,1
0,385	16,1
0,382	16,1
0,380	16,1
0,377	16,1
0,374	16,1
0,372	16,1
0,369	16,1
0,366	16,1
0,364	16,1
0,361	16,1
0,358	16,1
0,356	16,1
0,353	16,1
0,350	16,1
0,348	16,1
0,345	16,1
0,342	16,1
0,340	16,1
0,337	16,1
0,334	16,1
0,332	16,2
0,329	16,2
0,326	16,1
0,324	16,2
0,321	16,2
0,318	16,2
0,316	16,2
0,313	16,2
0,310	16,2
0,307	16,2
0,305	16,1
0,302	16,1
0,299	16,2
0,297	16,1
0,294	16,1
0,291	16,2
0,289	16,2
0,286	16,2
0,283	16,2
0,281	16,2
0,278	16,2
0,275	16,2
0,273	16,2
0,270	16,2
0,267	16,2
0,265	16,2
0,262	16,2
0,259	16,2
0,257	16,2
0,254	16,2
0,251	16,2
0,249	16,2
0,246	16,2
0,243	16,2
0,241	16,2
0,238	16,2
0,235	16,2
0,233	16,2
0,230	16,2
0,227	16,2
0,225	16,2
0,222	16,2
0,219	16,2
0,217	16,2
0,214	16,2
0,211	16,2
0,209	16,2
0,206	16,2
0,203	16,2
0,201	16,2
0,198	16,2
0,195	16,2
0,193	16,2
0,190	16,2
0,187	16,2
0,184	16,2
0,182	16,2
0,179	16,2
0,176	16,2
0,174	16,2
0,171	16,2
0,168	16,2
0,166	16,1
0,163	16,1
0,160	16,2
0,158	16,2
0,155	16,2
0,152	16,2
0,150	16,2
0,147	16,2
0,144	16,2
0,142	16,2
0,139	16,2
0,136	16,2
0,134	16,2
0,131	16,2
0,128	16,1
0,126	16,1
0,123	16,1
0,120	16,1
0,118	16,1
0,115	16,1
0,112	16,1
0,110	16,2
0,107	16,1
0,104	16,2
0,102	16,2
0,099	16,2
0,096	16,2
0,094	16,2
0,091	16,2
0,088	16,2
0,086	16,2
0,083	16,2
0,080	16,2
0,078	16,2
0,075	16,2
0,072	16,2
0,070	16,2
0,067	16,2
0,064	16,2
0,061	16,2
0,059	16,2
0,056	16,2
0,053	16,2
0,051	16,2
0,048	16,2
0,045	16,2
0,043	16,2
0,040	16,2
0,037	16,2
0,035	16,2
0,032	16,2
0,029	16,2
0,027	16,2
0,024	16,2
0,021	16,2
0,019	16,2
0,016	16,2
0,013	16,2
0,011	16,2
0,008	16,2
0,005	16,2
0,003	16,2
0,000	16,3
-0,003	16,3
-0,005	16,2
-0,008	16,2
-0,011	16,3
-0,013	16,2
-0,016	16,2
-0,019	16,3
-0,021	16,3
-0,024	16,3
-0,027	16,3
-0,029	16,4
-0,032	16,4
-0,035	16,5
-0,037	16,6
-0,040	16,6
-0,043	16,6
-0,045	16,7
-0,048	16,8
-0,051	16,8
-0,053	16,9
-0,056	17,0
-0,059	17,0
-0,061	17,0
-0,064	17,1
-0,067	17,2
-0,070	17,3
-0,072	17,3
-0,075	17,4
-0,078	17,5
-0,080	17,5
-0,083	17,6
-0,086	17,6
-0,088	17,7
-0,091	17,7
-0,094	17,7
-0,096	17,7
-0,099	17,8
-0,102	17,8
-0,104	17,8
-0,107	17,8
-0,110	17,7
-0,112	17,7
-0,115	17,8
-0,118	17,8
-0,120	17,8
-0,123	17,8
-0,126	17,8
-0,128	17,8
-0,131	17,8
-0,134	17,8
-0,136	17,8
-0,139	17,8
-0,142	17,8
-0,144	17,8
-0,147	17,8
-0,150	17,9
-0,152	17,9
-0,155	17,9
-0,158	17,8
-0,160	17,9
-0,163	17,9
-0,166	17,8
-0,168	17,8
-0,171	17,8
-0,174	17,8
-0,176	17,8
-0,179	17,8
-0,182	17,7
-0,184	17,7
-0,187	17,6
-0,190	17,5
-0,193	17,5
-0,195	17,4
-0,198	17,4
-0,201	17,3
-0,203	17,2
-0,206	17,1
-0,209	17,1
-0,211	17,0
-0,214	16,9
-0,217	16,9
-0,219	16,9
-0,222	16,8
-0,225	16,7
-0,227	16,7
-0,230	16,6
-0,233	16,6
-0,235	16,6
-0,238	16,6
-0,241	16,5
-0,243	16,5
-0,246	16,5
-0,249	16,5
-0,251	16,5
-0,254	16,5
-0,257	16,5
-0,259	16,5
-0,262	16,4
-0,265	16,4
-0,267	16,4
-0,270	16,4
-0,273	16,4
-0,275	16,4
-0,278	16,4
-0,281	16,4
-0,283	16,3
-0,286	16,4
-0,289	16,3
-0,291	16,3
-0,294	16,3
-0,297	16,3
-0,299	16,2
-0,302	16,2
-0,305	16,2
-0,307	16,2
-0,310	16,2
-0,313	16,2
-0,316	16,2
-0,318	16,2
-0,321	16,2
-0,324	16,2
-0,326	16,2
-0,329	16,2
-0,332	16,2
-0,334	16,2
-0,337	16,2
-0,340	16,2
-0,342	16,2
-0,345	16,2
-0,348	16,2
-0,350	16,2
-0,353	16,2
-0,356	16,2
-0,358	16,2
-0,361	16,2
-0,364	16,1
-0,366	16,1
-0,369	16,1
-0,372	16,2
-0,374	16,1
-0,377	16,2
-0,380	16,2
-0,382	16,2
-0,385	16,2
-0,388	16,2
-0,390	16,2
-0,393	16,2
-0,396	16,2
-0,398	16,2
-0,401	16,2
-0,404	16,2
-0,406	16,2
-0,409	16,2
-0,412	16,1
-0,414	16,1
-0,417	16,2
-0,420	16,2
-0,422	16,2
-0,425	16,2
-0,428	16,2
-0,430	16,2
-0,433	16,2
-0,436	16,2
-0,438	16,2
-0,441	16,2
-0,444	16,2
-0,447	16,2
-0,449	16,2
-0,452	16,3
-0,455	16,3
-0,457	16,3
-0,460	16,3
-0,463	16,4
-0,465	16,4
-0,468	16,4
-0,471	16,4
-0,473	16,4
-0,476	16,5
-0,479	16,5
-0,481	16,5
-0,484	16,5
-0,487	16,5
-0,489	16,5
-0,492	16,5
-0,495	16,5
-0,497	16,5
-0,500	16,5
-0,503	16,5
-0,505	16,5
-0,508	16,5
-0,511	16,5
-0,513	16,5
-0,516	16,5
-0,519	16,5
-0,521	16,5
-0,524	16,5
-0,527	16,5
-0,529	16,5
-0,532	16,5
-0,535	16,5
-0,537	16,5
-0,540	16,5
-0,543	16,5
-0,545	16,5
-0,548	16,5
-0,551	16,5
-0,553	16,5
-0,556	16,5
-0,559	16,5
-0,561	16,5
-0,564	16,5
-0,567	16,5
-0,570	16,5
-0,572	16,5
-0,575	16,5
-0,578	16,5
-0,580	16,5
-0,583	16,5
-0,586	16,5
-0,588	16,5
-0,591	16,5
-0,594	16,4
-0,596	16,4
-0,599	16,4
-0,602	16,4
-0,604	16,4
-0,607	16,3
-0,610	16,3
-0,612	16,3
-0,615	16,3
-0,618	16,3
-0,620	16,3
-0,623	16,3
-0,626	16,3
-0,628	16,3
-0,631	16,2
-0,634	16,2
-0,636	16,2
-0,639	16,2
-0,642	16,2
-0,644	16,2
-0,647	16,2
-0,650	16,2
-0,652	16,2
-0,655	16,2
-0,658	16,2
-0,660	16,2
-0,663	16,2
-0,666	16,2
-0,668	16,2
-0,671	16,2
-0,674	16,2
-0,676	16,2
-0,679	16,2
-0,682	16,2
-0,684	16,2
-0,687	16,2
-0,690	16,2
-0,692	16,2
-0,695	16,2
-0,698	16,2
-0,701	16,2
-0,703	16,2
-0,706	16,2
-0,709	16,2
-0,711	16,2
-0,714	16,2
-0,717	16,2
-0,719	16,2
-0,722	16,2
-0,725	16,2
-0,727	16,2
-0,730	16,2
-0,733	16,2
-0,735	16,2
-0,738	16,2
-0,741	16,2
-0,743	16,2
-0,746	16,2
-0,749	16,2
-0,751	16,2
-0,754	16,2
-0,757	16,2
-0,759	16,2
-0,762	16,2
-0,765	16,2
-0,767	16,2
-0,770	16,2
-0,773	16,2
-0,775	16,2
-0,778	16,2
-0,781	16,2
-0,783	16,2
-0,786	16,2
-0,789	16,2
-0,791	16,2
-0,794	16,2
-0,797	16,2
-0,799	16,2
-0,802	16,2
-0,805	16,2
-0,807	16,2
-0,810	16,2
-0,813	16,1
-0,815	16,1
-0,818	16,1
-0,821	16,1
-0,823	16,1
-0,826	16,1
-0,829	16,1
-0,831	16,1
-0,834	16,1
-0,837	16,1
-0,840	16,1
-0,842	16,1
-0,845	16,1
-0,848	16,1
-0,850	16,1
-0,853	16,1
-0,856	16,1
-0,858	16,1
-0,861	16,1
-0,864	16,1
-0,866	16,1
-0,869	16,1
-0,872	16,1
-0,874	16,1
-0,877	16,1
-0,880	16,1
-0,882	16,1
-0,885	16,1
-0,888	16,1
-0,890	16,1
-0,893	16,1
-0,896	16,1
-0,898	16,1
-0,901	16,1
-0,904	16,1
-0,906	16,1
-0,909	16,1
-0,912	16,2
-0,914	16,1
-0,917	16,1
-0,920	16,1
-0,922	16,1
-0,925	16,1
-0,928	16,1
-0,930	16,1
-0,933	16,1
-0,936	16,1
-0,938	16,1
-0,941	16,1
-0,944	16,1
-0,946	16,1
-0,949	16,1
-0,952	16,1
-0,954	16,1
-0,957	16,1
-0,960	16,1
-0,962	16,1
-0,965	16,1
-0,968	16,0
-0,970	16,0
-0,973	16,0
-0,976	16,0
-0,979	16,0
-0,981	16,1
-0,984	16,0
-0,987	16,0
-0,989	16,1
-0,992	16,1
-0,995	16,0
-0,997	16,1
-1,000	16,1
-1,003	16,1
-1,005	16,1
-1,008	16,1
-1,011	16,0
-1,013	16,0
-1,016	16,0
-1,019	16,1
-1,021	16,0
-1,024	16,0
-1,027	16,0
-1,029	16,0
-1,032	16,0
-1,035	16,1
-1,037	16,1
-1,040	16,0
-1,043	16,0
-1,045	16,0
-1,048	16,0
-1,051	16,0
-1,053	16,0
-1,056	16,0
-1,059	16,0
-1,061	16,0
-1,064	16,0
-1,067	16,1
-1,069	16,1
-1,072	16,1
-1,075	16,1
-1,077	16,0
-1,080	16,0
-1,083	16,1
-1,085	16,1
-1,088	16,0
-1,091	16,0
-1,093	16,1
-1,096	16,0
-1,099	16,0
-1,101	16,0
-1,104	16,0
-1,107	16,0
-1,109	16,0
-1,112	16,0
-1,115	16,0
-1,118	16,0
-1,120	16,1
-1,123	16,1
-1,126	16,1
-1,128	16,1
-1,131	16,1
-1,134	16,0
-1,136	16,0
-1,139	16,0
-1,142	16,1
-1,144	16,1
-1,147	16,0
-1,150	16,0
-1,152	16,0
-1,155	15,9
-1,158	15,9
-1,160	16,0
-1,163	16,0
-1,166	16,0
-1,168	16,0
-1,171	16,0
-1,174	16,0
-1,176	16,0
-1,179	16,0
-1,182	16,0
-1,184	15,9
-1,187	15,9
-1,190	16,0
-1,192	15,9
-1,195	15,9
-1,198	15,9
-1,200	15,9
-1,203	15,9
-1,206	15,9
-1,208	16,0
-1,211	15,9
-1,214	15,9
-1,216	15,9
-1,219	15,9
-1,222	15,9
-1,224	15,9
-1,227	15,9
-1,230	15,9
-1,232	15,9
-1,235	15,9
-1,238	15,9
-1,240	15,9
-1,243	15,9
-1,246	15,9
-1,248	15,9
-1,251	15,9
-1,254	15,9
-1,256	15,9
-1,259	15,9
-1,262	15,8
-1,265	15,9
-1,267	15,8
-1,270	15,8
-1,273	15,9
-1,275	15,9
-1,278	15,9
-1,281	15,9
-1,283	15,9
-1,286	15,9
-1,289	15,9
-1,291	15,9
-1,294	15,9
-1,297	15,9
-1,299	15,9
-1,302	15,9
-1,305	15,9
-1,307	15,9
-1,310	15,9
-1,313	15,9
-1,315	15,9
-1,318	15,9
-1,321	15,9
-1,323	15,9
-1,326	15,8
-1,329	15,8
-1,331	15,9
-1,334	15,9
-1,337	15,8
-1,339	15,9
-1,342	15,9
-1,345	15,9
-1,347	15,9
-1,350	15,9
-1,353	15,9
-1,355	15,8
-1,358	15,8
-1,361	15,9
-1,363	15,8
-1,366	15,8
-1,369	15,9
-1,371	15,9
-1,374	15,8
-1,377	15,9
-1,379	15,8
-1,382	15,8
-1,385	15,8
-1,387	15,8
-1,390	15,8
-1,393	15,9
-1,395	15,9
-1,398	15,9
-1,401	15,9
-1,403	15,9
-1,406	15,9
-1,409	15,9
-1,411	15,9
-1,414	15,9
-1,417	15,9
-1,419	15,9
-1,422	15,9
-1,425	15,9
-1,428	15,8
-1,430	15,8
-1,433	15,9
-1,436	15,9
-1,438	15,8
-1,441	15,8
-1,444	15,9
-1,446	15,8
-1,449	15,9
-1,452	15,9
-1,454	15,8
-1,457	15,8
-1,460	15,8
-1,462	15,8
-1,465	15,8
-1,468	15,8
-1,470	15,8
-1,473	15,8
-1,476	15,8
-1,478	15,8
-1,481	15,8
-1,484	15,8
-1,486	15,8
-1,489	15,8
-1,492	15,8
-1,494	15,8
-1,497	15,8
-1,500	15,8
-1,502	15,8
-1,505	15,8
-1,508	15,8
-1,510	15,8
-1,513	15,8
-1,516	15,8
-1,518	15,8
-1,521	15,8
-1,524	15,8
-1,526	15,8
-1,529	15,8
-1,532	15,8
-1,534	15,8
-1,537	15,8
-1,540	15,8
-1,542	15,8
-1,545	15,8
-1,548	15,8
-1,550	15,8
-1,553	15,8
-1,556	15,8
-1,558	15,8
-1,561	15,8
-1,564	15,8
-1,566	15,8
-1,569	15,8
-1,572	15,8
-1,574	15,8
-1,577	15,8
-1,580	15,8
-1,582	15,8
-1,585	15,8
-1,588	15,8
-1,591	15,8
-1,593	15,8
-1,596	15,8
-1,599	15,8
-1,601	15,8
-1,604	15,8
-1,607	15,8
-1,609	15,8
-1,612	15,8
-1,615	15,8
-1,617	15,8
-1,620	15,8
-1,623	15,8
-1,625	15,8
-1,628	15,8
-1,631	15,8
-1,633	15,8
-1,636	15,8
-1,639	15,8
-1,641	15,8
-1,644	15,8
-1,647	15,8
-1,649	15,8
-1,652	15,8
-1,655	15,8
-1,657	15,8
-1,660	15,8
-1,663	15,8
-1,665	15,8
-1,668	15,8
-1,671	15,8
-1,673	15,8
-1,676	15,8
-1,679	15,8
-1,681	15,8
-1,684	15,8
-1,687	15,8
-1,689	15,8
-1,692	15,8
-1,695	15,8
-1,697	15,8
-1,700	15,8
-1,703	15,8
-1,705	15,8
-1,708	15,8
-1,711	15,8
-1,713	15,8
-1,716	15,8
