																
grün1			Rot1			Rot2			Türkis			violett			violettx2	
&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %		&a / °	I1 / %
-0.962	16.1		-0.962	20.5		-0.962	15.9		-0.962	15.4		-0.962	16.2		-0.962	16.1
-0.965	16.1		-0.965	20.5		-0.965	15.9		-0.965	15.4		-0.965	16.2		-0.965	16.1
-0.968	16.1		-0.968	20.5		-0.968	15.9		-0.968	15.4		-0.968	16.2		-0.968	16.0
-0.970	16.1		-0.970	20.5		-0.970	15.9		-0.970	15.4		-0.970	16.2		-0.970	16.0
-0.973	16.1		-0.973	20.5		-0.973	15.9		-0.973	15.4		-0.973	16.3		-0.973	16.0
-0.976	16.1		-0.976	20.5		-0.976	15.9		-0.976	15.4		-0.976	16.3		-0.976	16.0
-0.979	16.1		-0.979	20.5		-0.979	15.9		-0.979	15.4		-0.979	16.3		-0.979	16.0
-0.981	16.1		-0.981	20.5		-0.981	15.9		-0.981	15.4		-0.981	16.3		-0.981	16.1
-0.984	16.1		-0.984	20.5		-0.984	15.9		-0.984	15.4		-0.984	16.2		-0.984	16.0
-0.987	16.1		-0.987	20.5		-0.987	15.9		-0.987	15.4		-0.987	16.2		-0.987	16.0
-0.989	16.1		-0.989	20.5		-0.989	15.9		-0.989	15.4		-0.989	16.2		-0.989	16.1
-0.992	16.1		-0.992	20.5		-0.992	15.9		-0.992	15.4		-0.992	16.2		-0.992	16.1
-0.995	16.1		-0.995	20.5		-0.995	15.9		-0.995	15.4		-0.995	16.2		-0.995	16.0
-0.997	16.1		-0.997	20.5		-0.997	15.9		-0.997	15.4		-0.997	16.2		-0.997	16.1
-1.000	16.1		-1.000	20.5		-1.000	15.9		-1.000	15.4		-1.000	16.2		-1.000	16.1
-1.003	16.1		-1.003	20.5		-1.003	15.9		-1.003	15.4		-1.003	16.2		-1.003	16.1
-1.005	16.1		-1.005	20.5		-1.005	15.9		-1.005	15.4		-1.005	16.2		-1.005	16.1
-1.008	16.1		-1.008	20.5		-1.008	15.9		-1.008	15.4		-1.008	16.2		-1.008	16.1
-1.011	16.1		-1.011	20.5		-1.011	15.9		-1.011	15.4		-1.011	16.2		-1.011	16.0
-1.013	16.1		-1.013	20.5		-1.013	15.9		-1.013	15.4		-1.013	16.2		-1.013	16.0
-1.016	16.1		-1.016	20.5		-1.016	15.9		-1.016	15.4		-1.016	16.2		-1.016	16.0
-1.019	16.1		-1.019	20.5		-1.019	15.9		-1.019	15.4		-1.019	16.2		-1.019	16.1
-1.021	16.1		-1.021	20.5		-1.021	15.9		-1.021	15.4		-1.021	16.2		-1.021	16.0
-1.024	16.1		-1.024	20.5		-1.024	15.9		-1.024	15.4		-1.024	16.2		-1.024	16.0
-1.027	16.1		-1.027	20.5		-1.027	15.9		-1.027	15.4		-1.027	16.2		-1.027	16.0
-1.029	16.1		-1.029	20.5		-1.029	15.9		-1.029	15.4		-1.029	16.2		-1.029	16.0
-1.032	16.1		-1.032	20.5		-1.032	15.9		-1.032	15.4		-1.032	16.2		-1.032	16.0
-1.035	16.1		-1.035	20.5		-1.035	15.9		-1.035	15.4		-1.035	16.2		-1.035	16.1
-1.037	16.1		-1.037	20.5		-1.037	15.9		-1.037	15.4		-1.037	16.2		-1.037	16.1
-1.040	16.1		-1.040	20.5		-1.040	15.9		-1.040	15.4		-1.040	16.2		-1.040	16.0
-1.043	16.1		-1.043	20.5		-1.043	15.9		-1.043	15.4		-1.043	16.2		-1.043	16.0
-1.045	16.1		-1.045	20.5		-1.045	15.9		-1.045	15.4		-1.045	16.2		-1.045	16.0
-1.048	16.1		-1.048	20.5		-1.048	15.9		-1.048	15.4		-1.048	16.2		-1.048	16.0
-1.051	16.1		-1.051	20.5		-1.051	15.9		-1.051	15.4		-1.051	16.2		-1.051	16.0
-1.053	16.1		-1.053	20.5		-1.053	15.9		-1.053	15.4		-1.053	16.2		-1.053	16.0
-1.056	16.1		-1.056	20.5		-1.056	15.9		-1.056	15.4		-1.056	16.2		-1.056	16.0
-1.059	16.1		-1.059	20.5		-1.059	15.9		-1.059	15.4		-1.059	16.2		-1.059	16.0
-1.061	16.1		-1.061	20.5		-1.061	15.9		-1.061	15.4		-1.061	16.2		-1.061	16.0
-1.064	16.1		-1.064	20.5		-1.064	15.9		-1.064	15.4		-1.064	16.2		-1.064	16.0
-1.067	16.1		-1.067	20.5		-1.067	15.9		-1.067	15.4		-1.067	16.2		-1.067	16.1
-1.069	16.1		-1.069	20.5		-1.069	15.9		-1.069	15.4		-1.069	16.2		-1.069	16.1
-1.072	16.0		-1.072	20.5		-1.072	15.9		-1.072	15.4		-1.072	16.2		-1.072	16.1
-1.075	16.1		-1.075	20.5		-1.075	15.9		-1.075	15.4		-1.075	16.2		-1.075	16.1
-1.077	16.0		-1.077	20.5		-1.077	15.9		-1.077	15.4		-1.077	16.2		-1.077	16.0
-1.080	16.1		-1.080	20.5		-1.080	15.9		-1.080	15.4		-1.080	16.2		-1.080	16.0
-1.083	16.1		-1.083	20.5		-1.083	15.9		-1.083	15.4		-1.083	16.2		-1.083	16.1
-1.085	16.1		-1.085	20.5		-1.085	15.9		-1.085	15.4		-1.085	16.2		-1.085	16.1
-1.088	16.1		-1.088	20.5		-1.088	15.9		-1.088	15.4		-1.088	16.2		-1.088	16.0
-1.091	16.1		-1.091	20.5		-1.091	15.9		-1.091	15.4		-1.091	16.2		-1.091	16.0
-1.093	16.1		-1.093	20.5		-1.093	15.9		-1.093	15.4		-1.093	16.2		-1.093	16.1
-1.096	16.0		-1.096	20.5		-1.096	15.9		-1.096	15.4		-1.096	16.2		-1.096	16.0
-1.099	16.0		-1.099	20.5		-1.099	15.9		-1.099	15.4		-1.099	16.2		-1.099	16.0
-1.101	16.1		-1.101	20.5		-1.101	15.9		-1.101	15.4		-1.101	16.2		-1.101	16.0
-1.104	16.1		-1.104	20.5		-1.104	15.9		-1.104	15.4		-1.104	16.2		-1.104	16.0
-1.107	16.0		-1.107	20.5		-1.107	15.9		-1.107	15.4		-1.107	16.2		-1.107	16.0
-1.109	16.0		-1.109	20.4		-1.109	15.9		-1.109	15.4		-1.109	16.2		-1.109	16.0
-1.112	16.0		-1.112	20.4		-1.112	15.9		-1.112	15.4		-1.112	16.2		-1.112	16.0
-1.115	16.0		-1.115	20.4		-1.115	15.9		-1.115	15.4		-1.115	16.2		-1.115	16.0
-1.118	16.0		-1.118	20.4		-1.118	15.9		-1.118	15.4		-1.118	16.2		-1.118	16.0
-1.120	16.1		-1.120	20.4		-1.120	15.9		-1.120	15.5		-1.120	16.2		-1.120	16.1
-1.123	16.1		-1.123	20.5		-1.123	15.9		-1.123	15.4		-1.123	16.2		-1.123	16.1
-1.126	16.1		-1.126	20.5		-1.126	16.0		-1.126	15.4		-1.126	16.2		-1.126	16.1
-1.128	16.1		-1.128	20.5		-1.128	15.9		-1.128	15.4		-1.128	16.2		-1.128	16.1
-1.131	16.1		-1.131	20.5		-1.131	15.9		-1.131	15.4		-1.131	16.2		-1.131	16.1
-1.134	16.1		-1.134	20.5		-1.134	15.9		-1.134	15.4		-1.134	16.2		-1.134	16.0
-1.136	16.1		-1.136	20.5		-1.136	15.9		-1.136	15.4		-1.136	16.2		-1.136	16.0
-1.139	16.1		-1.139	20.5		-1.139	15.9		-1.139	15.4		-1.139	16.2		-1.139	16.0
-1.142	16.1		-1.142	20.5		-1.142	15.9		-1.142	15.4		-1.142	16.2		-1.142	16.1
-1.144	16.1		-1.144	20.4		-1.144	15.9		-1.144	15.4		-1.144	16.2		-1.144	16.1
-1.147	16.1		-1.147	20.4		-1.147	15.9		-1.147	15.4		-1.147	16.2		-1.147	16.0
-1.150	16.0		-1.150	20.4		-1.150	15.9		-1.150	15.4		-1.150	16.2		-1.150	16.0
-1.152	16.1		-1.152	20.4		-1.152	15.9		-1.152	15.4		-1.152	16.2		-1.152	16.0
-1.155	16.0		-1.155	20.4		-1.155	15.9		-1.155	15.4		-1.155	16.1		-1.155	15.9
-1.158	16.0		-1.158	20.4		-1.158	15.9		-1.158	15.4		-1.158	16.2		-1.158	15.9
-1.160	16.1		-1.160	20.4		-1.160	15.9		-1.160	15.4		-1.160	16.2		-1.160	16.0
-1.163	16.1		-1.163	20.4		-1.163	15.9		-1.163	15.4		-1.163	16.2		-1.163	16.0
-1.166	16.0		-1.166	20.4		-1.166	15.9		-1.166	15.4		-1.166	16.1		-1.166	16.0
-1.168	16.0		-1.168	20.4		-1.168	15.9		-1.168	15.4		-1.168	16.1		-1.168	16.0
-1.171	16.1		-1.171	20.4		-1.171	15.9		-1.171	15.4		-1.171	16.2		-1.171	16.0
-1.174	16.0		-1.174	20.4		-1.174	15.9		-1.174	15.4		-1.174	16.2		-1.174	16.0
-1.176	16.1		-1.176	20.4		-1.176	15.9		-1.176	15.4		-1.176	16.2		-1.176	16.0
-1.179	16.1		-1.179	20.4		-1.179	15.9		-1.179	15.4		-1.179	16.2		-1.179	16.0
-1.182	16.0		-1.182	20.4		-1.182	15.9		-1.182	15.4		-1.182	16.2		-1.182	16.0
-1.184	16.0		-1.184	20.4		-1.184	15.9		-1.184	15.4		-1.184	16.2		-1.184	15.9
-1.187	16.0		-1.187	20.4		-1.187	15.9		-1.187	15.4		-1.187	16.2		-1.187	15.9
-1.190	16.1		-1.190	20.4		-1.190	15.9		-1.190	15.4		-1.190	16.2		-1.190	16.0
-1.192	16.0		-1.192	20.4		-1.192	15.9		-1.192	15.4		-1.192	16.1		-1.192	15.9
-1.195	16.0		-1.195	20.4		-1.195	15.9		-1.195	15.4		-1.195	16.1		-1.195	15.9
-1.198	16.0		-1.198	20.4		-1.198	15.9		-1.198	15.4		-1.198	16.2		-1.198	15.9
-1.200	16.0		-1.200	20.4		-1.200	15.9		-1.200	15.4		-1.200	16.2		-1.200	15.9
-1.203	16.0		-1.203	20.4		-1.203	15.9		-1.203	15.4		-1.203	16.2		-1.203	15.9
-1.206	16.0		-1.206	20.4		-1.206	15.9		-1.206	15.4		-1.206	16.2		-1.206	15.9
-1.208	16.0		-1.208	20.4		-1.208	15.9		-1.208	15.4		-1.208	16.2		-1.208	16.0
-1.211	16.0		-1.211	20.4		-1.211	15.9		-1.211	15.4		-1.211	16.2		-1.211	15.9
-1.214	16.0		-1.214	20.4		-1.214	15.9		-1.214	15.4		-1.214	16.2		-1.214	15.9
-1.216	16.0		-1.216	20.4		-1.216	15.9		-1.216	15.4		-1.216	16.2		-1.216	15.9
-1.219	16.0		-1.219	20.4		-1.219	15.9		-1.219	15.4		-1.219	16.2		-1.219	15.9
-1.222	16.0		-1.222	20.4		-1.222	15.9		-1.222	15.4		-1.222	16.2		-1.222	15.9
-1.224	16.0		-1.224	20.4		-1.224	15.9		-1.224	15.4		-1.224	16.2		-1.224	15.9
-1.227	16.0		-1.227	20.4		-1.227	15.9		-1.227	15.4		-1.227	16.2		-1.227	15.9
-1.230	16.0		-1.230	20.4		-1.230	15.9		-1.230	15.4		-1.230	16.1		-1.230	15.9
-1.232	16.0		-1.232	20.4		-1.232	15.8		-1.232	15.4		-1.232	16.1		-1.232	15.9
-1.235	16.0		-1.235	20.4		-1.235	15.8		-1.235	15.4		-1.235	16.1		-1.235	15.9
-1.238	16.0		-1.238	20.4		-1.238	15.8		-1.238	15.4		-1.238	16.1		-1.238	15.9
-1.240	15.9		-1.240	20.4		-1.240	15.8		-1.240	15.4		-1.240	16.1		-1.240	15.9
-1.243	16.0		-1.243	20.4		-1.243	15.8		-1.243	15.4		-1.243	16.1		-1.243	15.9
-1.246	16.0		-1.246	20.4		-1.246	15.8		-1.246	15.4		-1.246	16.1		-1.246	15.9
-1.248	16.0		-1.248	20.4		-1.248	15.8		-1.248	15.4		-1.248	16.1		-1.248	15.9
-1.251	15.9		-1.251	20.4		-1.251	15.8		-1.251	15.4		-1.251	16.1		-1.251	15.9
-1.254	16.0		-1.254	20.4		-1.254	15.8		-1.254	15.4		-1.254	16.1		-1.254	15.9
-1.256	16.0		-1.256	20.4		-1.256	15.8		-1.256	15.4		-1.256	16.1		-1.256	15.9
-1.259	16.0		-1.259	20.4		-1.259	15.8		-1.259	15.4		-1.259	16.1		-1.259	15.9
-1.262	16.0		-1.262	20.4		-1.262	15.8		-1.262	15.4		-1.262	16.1		-1.262	15.8
-1.265	16.0		-1.265	20.4		-1.265	15.8		-1.265	15.4		-1.265	16.1		-1.265	15.9
-1.267	15.9		-1.267	20.4		-1.267	15.8		-1.267	15.4		-1.267	16.0		-1.267	15.8
-1.270	15.9		-1.270	20.4		-1.270	15.8		-1.270	15.4		-1.270	16.1		-1.270	15.8
-1.273	16.0		-1.273	20.4		-1.273	15.8		-1.273	15.4		-1.273	16.1		-1.273	15.9
-1.275	16.0		-1.275	20.4		-1.275	15.8		-1.275	15.4		-1.275	16.1		-1.275	15.9
-1.278	16.0		-1.278	20.4		-1.278	15.8		-1.278	15.4		-1.278	16.1		-1.278	15.9
-1.281	16.0		-1.281	20.4		-1.281	15.8		-1.281	15.4		-1.281	16.2		-1.281	15.9
-1.283	16.0		-1.283	20.4		-1.283	15.8		-1.283	15.4		-1.283	16.2		-1.283	15.9
-1.286	16.0		-1.286	20.4		-1.286	15.8		-1.286	15.4		-1.286	16.2		-1.286	15.9
-1.289	16.0		-1.289	20.4		-1.289	15.8		-1.289	15.4		-1.289	16.2		-1.289	15.9
-1.291	16.0		-1.291	20.4		-1.291	15.9		-1.291	15.4		-1.291	16.1		-1.291	15.9
-1.294	16.0		-1.294	20.4		-1.294	15.9		-1.294	15.4		-1.294	16.2		-1.294	15.9
-1.297	16.0		-1.297	20.4		-1.297	15.8		-1.297	15.4		-1.297	16.2		-1.297	15.9
-1.299	16.0		-1.299	20.4		-1.299	15.8		-1.299	15.4		-1.299	16.1		-1.299	15.9
-1.302	16.0		-1.302	20.4		-1.302	15.9		-1.302	15.4		-1.302	16.1		-1.302	15.9
-1.305	16.0		-1.305	20.4		-1.305	15.8		-1.305	15.4		-1.305	16.1		-1.305	15.9
-1.307	16.0		-1.307	20.4		-1.307	15.8		-1.307	15.4		-1.307	16.1		-1.307	15.9
-1.310	16.0		-1.310	20.4		-1.310	15.8		-1.310	15.4		-1.310	16.1		-1.310	15.9
-1.313	16.0		-1.313	20.4		-1.313	15.9		-1.313	15.4		-1.313	16.2		-1.313	15.9
-1.315	16.0		-1.315	20.4		-1.315	15.8		-1.315	15.4		-1.315	16.1		-1.315	15.9
-1.318	15.9		-1.318	20.4		-1.318	15.8		-1.318	15.4		-1.318	16.1		-1.318	15.9
-1.321	15.9		-1.321	20.4		-1.321	15.8		-1.321	15.4		-1.321	16.1		-1.321	15.9
-1.323	15.9		-1.323	20.4		-1.323	15.9		-1.323	15.4		-1.323	16.1		-1.323	15.9
-1.326	15.9		-1.326	20.4		-1.326	15.8		-1.326	15.4		-1.326	16.1		-1.326	15.8
-1.329	15.9		-1.329	20.4		-1.329	15.8		-1.329	15.4		-1.329	16.1		-1.329	15.8
-1.331	15.9		-1.331	20.4		-1.331	15.8		-1.331	15.4		-1.331	16.1		-1.331	15.9
-1.334	15.9		-1.334	20.4		-1.334	15.8		-1.334	15.4		-1.334	16.1		-1.334	15.9
-1.337	15.9		-1.337	20.4		-1.337	15.8		-1.337	15.4		-1.337	16.1		-1.337	15.8
-1.339	15.9		-1.339	20.4		-1.339	15.8		-1.339	15.4		-1.339	16.1		-1.339	15.9
-1.342	16.0		-1.342	20.4		-1.342	15.8		-1.342	15.4		-1.342	16.1		-1.342	15.9
-1.345	15.9		-1.345	20.4		-1.345	15.8		-1.345	15.4		-1.345	16.1		-1.345	15.9
-1.347	16.0		-1.347	20.4		-1.347	15.8		-1.347	15.4		-1.347	16.1		-1.347	15.9
-1.350	16.0		-1.350	20.4		-1.350	15.8		-1.350	15.4		-1.350	16.1		-1.350	15.9
-1.353	16.0		-1.353	20.4		-1.353	15.8		-1.353	15.4		-1.353	16.1		-1.353	15.9
-1.355	15.9		-1.355	20.4		-1.355	15.8		-1.355	15.4		-1.355	16.1		-1.355	15.8
-1.358	15.9		-1.358	20.4		-1.358	15.8		-1.358	15.4		-1.358	16.1		-1.358	15.8
-1.361	16.0		-1.361	20.4		-1.361	15.8		-1.361	15.4		-1.361	16.2		-1.361	15.9
-1.363	16.0		-1.363	20.4		-1.363	15.8		-1.363	15.4		-1.363	16.1		-1.363	15.8
-1.366	15.9		-1.366	20.4		-1.366	15.8		-1.366	15.4		-1.366	16.1		-1.366	15.8
-1.369	16.1		-1.369	20.6		-1.369	16.0		-1.369	15.5		-1.369	16.2		-1.369	15.9
-1.371	16.0		-1.371	20.5		-1.371	15.9		-1.371	15.4		-1.371	16.1		-1.371	15.9
-1.374	15.9		-1.374	20.5		-1.374	15.9		-1.374	15.4		-1.374	16.1		-1.374	15.8
-1.377	16.0		-1.377	20.5		-1.377	15.9		-1.377	15.4		-1.377	16.1		-1.377	15.9
-1.379	16.0		-1.379	20.5		-1.379	15.9		-1.379	15.4		-1.379	16.1		-1.379	15.8
-1.382	15.9		-1.382	20.5		-1.382	15.9		-1.382	15.4		-1.382	16.1		-1.382	15.8
-1.385	15.9		-1.385	20.4		-1.385	15.8		-1.385	15.4		-1.385	16.1		-1.385	15.8
-1.387	15.9		-1.387	20.4		-1.387	15.8		-1.387	15.4		-1.387	16.1		-1.387	15.8
-1.390	15.9		-1.390	20.4		-1.390	15.8		-1.390	15.4		-1.390	16.1		-1.390	15.8
-1.393	16.0		-1.393	20.4		-1.393	15.8		-1.393	15.4		-1.393	16.1		-1.393	15.9
-1.395	16.0		-1.395	20.4		-1.395	15.8		-1.395	15.4		-1.395	16.1		-1.395	15.9
-1.398	15.9		-1.398	20.4		-1.398	15.8		-1.398	15.4		-1.398	16.1		-1.398	15.9
-1.401	15.9		-1.401	20.4		-1.401	15.8		-1.401	15.4		-1.401	16.1		-1.401	15.9
-1.403	16.0		-1.403	20.4		-1.403	15.9		-1.403	15.5		-1.403	16.1		-1.403	15.9
-1.406	16.0		-1.406	20.4		-1.406	15.9		-1.406	15.4		-1.406	16.1		-1.406	15.9
-1.409	15.9		-1.409	20.4		-1.409	15.9		-1.409	15.4		-1.409	16.1		-1.409	15.9
-1.411	16.0		-1.411	20.4		-1.411	15.9		-1.411	15.4		-1.411	16.1		-1.411	15.9
-1.414	16.0		-1.414	20.4		-1.414	15.9		-1.414	15.5		-1.414	16.2		-1.414	15.9
-1.417	16.0		-1.417	20.4		-1.417	15.9		-1.417	15.4		-1.417	16.2		-1.417	15.9
-1.419	16.0		-1.419	20.4		-1.419	15.9		-1.419	15.4		-1.419	16.2		-1.419	15.9
-1.422	16.0		-1.422	20.4		-1.422	15.9		-1.422	15.4		-1.422	16.2		-1.422	15.9
-1.425	16.0		-1.425	20.4		-1.425	15.9		-1.425	15.4		-1.425	16.2		-1.425	15.9
-1.428	15.9		-1.428	20.4		-1.428	15.8		-1.428	15.4		-1.428	16.1		-1.428	15.8
-1.430	15.9		-1.430	20.4		-1.430	15.8		-1.430	15.4		-1.430	16.2		-1.430	15.8
-1.433	16.0		-1.433	20.4		-1.433	15.9		-1.433	15.4		-1.433	16.2		-1.433	15.9
-1.436	16.0		-1.436	20.4		-1.436	15.9		-1.436	15.4		-1.436	16.2		-1.436	15.9
-1.438	15.9		-1.438	20.4		-1.438	15.8		-1.438	15.4		-1.438	16.1		-1.438	15.8
-1.441	15.9		-1.441	20.4		-1.441	15.8		-1.441	15.4		-1.441	16.1		-1.441	15.8
-1.444	15.9		-1.444	20.4		-1.444	15.8		-1.444	15.4		-1.444	16.1		-1.444	15.9
-1.446	15.9		-1.446	20.4		-1.446	15.8		-1.446	15.4		-1.446	16.1		-1.446	15.8
-1.449	15.9		-1.449	20.4		-1.449	15.9		-1.449	15.4		-1.449	16.1		-1.449	15.9
-1.452	15.9		-1.452	20.4		-1.452	15.8		-1.452	15.4		-1.452	16.1		-1.452	15.9
-1.454	15.9		-1.454	20.4		-1.454	15.8		-1.454	15.4		-1.454	16.1		-1.454	15.8
-1.457	15.9		-1.457	20.4		-1.457	15.8		-1.457	15.4		-1.457	16.1		-1.457	15.8
-1.460	15.9		-1.460	20.4		-1.460	15.8		-1.460	15.4		-1.460	16.2		-1.460	15.8
-1.462	15.9		-1.462	20.4		-1.462	15.8		-1.462	15.4		-1.462	16.1		-1.462	15.8
-1.465	15.9		-1.465	20.4		-1.465	15.8		-1.465	15.4		-1.465	16.1		-1.465	15.8
-1.468	15.9		-1.468	20.4		-1.468	15.8		-1.468	15.4		-1.468	16.1		-1.468	15.8
-1.470	15.9		-1.470	20.4		-1.470	15.8		-1.470	15.4		-1.470	16.1		-1.470	15.8
-1.473	15.9		-1.473	20.4		-1.473	15.8		-1.473	15.4		-1.473	16.1		-1.473	15.8
-1.476	15.9		-1.476	20.4		-1.476	15.8		-1.476	15.4		-1.476	16.1		-1.476	15.8
-1.478	15.9		-1.478	20.4		-1.478	15.8		-1.478	15.4		-1.478	16.1		-1.478	15.8
-1.481	15.8		-1.481	20.4		-1.481	15.8		-1.481	15.4		-1.481	16.1		-1.481	15.8
-1.484	15.8		-1.484	20.4		-1.484	15.8		-1.484	15.4		-1.484	16.1		-1.484	15.8
-1.486	15.9		-1.486	20.4		-1.486	15.8		-1.486	15.4		-1.486	16.1		-1.486	15.8
-1.489	15.9		-1.489	20.4		-1.489	15.8		-1.489	15.4		-1.489	16.1		-1.489	15.8
-1.492	15.9		-1.492	20.4		-1.492	15.8		-1.492	15.4		-1.492	16.1		-1.492	15.8
-1.494	15.9		-1.494	20.4		-1.494	15.8		-1.494	15.4		-1.494	16.1		-1.494	15.8
-1.497	15.9		-1.497	20.4		-1.497	15.8		-1.497	15.4		-1.497	16.1		-1.497	15.8
-1.500	15.9		-1.500	20.4		-1.500	15.8		-1.500	15.4		-1.500	16.1		-1.500	15.8
-1.502	15.9		-1.502	20.4		-1.502	15.8		-1.502	15.4		-1.502	16.1		-1.502	15.8
-1.505	15.9		-1.505	20.4		-1.505	15.8		-1.505	15.4		-1.505	16.1		-1.505	15.8
-1.508	15.9		-1.508	20.4		-1.508	15.8		-1.508	15.4		-1.508	16.1		-1.508	15.8
-1.510	15.9		-1.510	20.4		-1.510	15.8		-1.510	15.4		-1.510	16.1		-1.510	15.8
-1.513	15.9		-1.513	20.4		-1.513	15.8		-1.513	15.4		-1.513	16.1		-1.513	15.8
-1.516	15.9		-1.516	20.4		-1.516	15.8		-1.516	15.4		-1.516	16.1		-1.516	15.8
-1.518	15.9		-1.518	20.4		-1.518	15.8		-1.518	15.4		-1.518	16.1		-1.518	15.8
-1.521	15.9		-1.521	20.4		-1.521	15.8		-1.521	15.4		-1.521	16.1		-1.521	15.8
-1.524	15.9		-1.524	20.4		-1.524	15.8		-1.524	15.4		-1.524	16.1		-1.524	15.8
-1.526	15.9		-1.526	20.4		-1.526	15.8		-1.526	15.4		-1.526	16.1		-1.526	15.8
-1.529	15.9		-1.529	20.4		-1.529	15.8		-1.529	15.4		-1.529	16.1		-1.529	15.8
-1.532	15.9		-1.532	20.4		-1.532	15.8		-1.532	15.4		-1.532	16.1		-1.532	15.8
-1.534	15.9		-1.534	20.4		-1.534	15.8		-1.534	15.4		-1.534	16.1		-1.534	15.8
-1.537	15.9		-1.537	20.4		-1.537	15.8		-1.537	15.4		-1.537	16.1		-1.537	15.8
-1.540	15.9		-1.540	20.4		-1.540	15.8		-1.540	15.4		-1.540	16.1		-1.540	15.8
-1.542	15.9		-1.542	20.4		-1.542	15.8		-1.542	15.4		-1.542	16.1		-1.542	15.8
-1.545	15.9		-1.545	20.4		-1.545	15.8		-1.545	15.4		-1.545	16.1		-1.545	15.8
-1.548	15.9		-1.548	20.4		-1.548	15.8		-1.548	15.4		-1.548	16.1		-1.548	15.8
-1.550	15.9		-1.550	20.4		-1.550	15.8		-1.550	15.4		-1.550	16.1		-1.550	15.8
-1.553	15.9		-1.553	20.4		-1.553	15.8		-1.553	15.4		-1.553	16.1		-1.553	15.8
-1.556	15.8		-1.556	20.4		-1.556	15.8		-1.556	15.4		-1.556	16.1		-1.556	15.8
-1.558	15.8		-1.558	20.4		-1.558	15.8		-1.558	15.4		-1.558	16.0		-1.558	15.8
-1.561	15.8		-1.561	20.4		-1.561	15.8		-1.561	15.4		-1.561	16.0		-1.561	15.8
-1.564	15.9		-1.564	20.4		-1.564	15.8		-1.564	15.4		-1.564	16.1		-1.564	15.8
-1.566	15.8		-1.566	20.4		-1.566	15.8		-1.566	15.4		-1.566	16.1		-1.566	15.8
-1.569	15.8		-1.569	20.4		-1.569	15.8		-1.569	15.4		-1.569	16.1		-1.569	15.8
-1.572	15.8		-1.572	20.4		-1.572	15.8		-1.572	15.4		-1.572	16.0		-1.572	15.8
-1.574	15.8		-1.574	20.4		-1.574	15.8		-1.574	15.4		-1.574	16.1		-1.574	15.8
-1.577	15.8		-1.577	20.4		-1.577	15.8		-1.577	15.4		-1.577	16.1		-1.577	15.8
-1.580	15.8		-1.580	20.4		-1.580	15.8		-1.580	15.4		-1.580	16.0		-1.580	15.8
-1.582	15.8		-1.582	20.4		-1.582	15.8		-1.582	15.4		-1.582	16.0		-1.582	15.8
-1.585	15.8		-1.585	20.4		-1.585	15.8		-1.585	15.4		-1.585	16.1		-1.585	15.8
-1.588	15.8		-1.588	20.4		-1.588	15.8		-1.588	15.4		-1.588	16.0		-1.588	15.8
-1.591	15.8		-1.591	20.4		-1.591	15.8		-1.591	15.4		-1.591	16.0		-1.591	15.8
-1.593	15.8		-1.593	20.4		-1.593	15.8		-1.593	15.4		-1.593	16.0		-1.593	15.8
-1.596	15.8		-1.596	20.4		-1.596	15.8		-1.596	15.4		-1.596	16.1		-1.596	15.8
-1.599	15.8		-1.599	20.4		-1.599	15.8		-1.599	15.4		-1.599	16.0		-1.599	15.8
-1.601	15.8		-1.601	20.4		-1.601	15.8		-1.601	15.4		-1.601	16.0		-1.601	15.8
-1.604	15.8		-1.604	20.4		-1.604	15.8		-1.604	15.4		-1.604	16.1		-1.604	15.8
-1.607	15.9		-1.607	20.4		-1.607	15.8		-1.607	15.4		-1.607	16.1		-1.607	15.8
-1.609	15.8		-1.609	20.4		-1.609	15.8		-1.609	15.4		-1.609	16.0		-1.609	15.8
-1.612	15.9		-1.612	20.4		-1.612	15.8		-1.612	15.4		-1.612	16.0		-1.612	15.8
-1.615	15.9		-1.615	20.4		-1.615	15.8		-1.615	15.4		-1.615	16.1		-1.615	15.8
-1.617	15.9		-1.617	20.4		-1.617	15.8		-1.617	15.4		-1.617	16.1		-1.617	15.8
-1.620	15.9		-1.620	20.4		-1.620	15.8		-1.620	15.4		-1.620	16.1		-1.620	15.8
-1.623	15.9		-1.623	20.4		-1.623	15.8		-1.623	15.4		-1.623	16.1		-1.623	15.8
-1.625	15.9		-1.625	20.4		-1.625	15.8		-1.625	15.4		-1.625	16.1		-1.625	15.8
-1.628	15.9		-1.628	20.4		-1.628	15.8		-1.628	15.4		-1.628	16.1		-1.628	15.8
-1.631	15.9		-1.631	20.4		-1.631	15.8		-1.631	15.4		-1.631	16.1		-1.631	15.8
-1.633	15.9		-1.633	20.4		-1.633	15.8		-1.633	15.4		-1.633	16.1		-1.633	15.8
-1.636	15.8		-1.636	20.4		-1.636	15.8		-1.636	15.4		-1.636	16.1		-1.636	15.8
-1.639	15.9		-1.639	20.4		-1.639	15.8		-1.639	15.4		-1.639	16.1		-1.639	15.8
-1.641	15.9		-1.641	20.4		-1.641	15.8		-1.641	15.4		-1.641	16.1		-1.641	15.8
-1.644	15.9		-1.644	20.4		-1.644	15.8		-1.644	15.4		-1.644	16.1		-1.644	15.8
-1.647	15.9		-1.647	20.4		-1.647	15.8		-1.647	15.4		-1.647	16.1		-1.647	15.8
